jurisdiction,product_category,product_subtype,ingredient_lookup_kind,ingredient_lookup_value,rule_type,max_value,max_unit,basis,condition_text,exceptions_text,source_title,source_url,source_clause,effective_from,effective_to,rule_version,last_reviewed_at,status
EU,all,,canonical_name,p-Phenylenediamine,max_concentration,2,%,w/w,Max concentration rule (bootstrap from Annex III top-ranked list; conservative minimum across contexts). For general useAfter mixing under oxidative conditions the maximum concentration applied to hair must not exceed 2 % calculated as free base,,EU Annex III (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex III,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,p-Phenylenediamine,max_concentration,2,%,w/w,Max concentration rule (bootstrap from Annex III top-ranked list; conservative minimum across contexts). For general useAfter mixing under oxidative conditions the maximum concentration applied to hair must not exceed 2 % calculated as free base,,EU Annex III (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex III,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,p-Phenylenediamine HCl,max_concentration,2,%,w/w,Max concentration rule (bootstrap from Annex III top-ranked list; conservative minimum across contexts). For general useAfter mixing under oxidative conditions the maximum concentration applied to hair must not exceed 2 % calculated as free base,,EU Annex III (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex III,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,p-Phenylenediamine HCl,max_concentration,2,%,w/w,Max concentration rule (bootstrap from Annex III top-ranked list; conservative minimum across contexts). For general useAfter mixing under oxidative conditions the maximum concentration applied to hair must not exceed 2 % calculated as free base,,EU Annex III (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex III,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,p-Phenylenediamine sulphate,max_concentration,2,%,w/w,Max concentration rule (bootstrap from Annex III top-ranked list; conservative minimum across contexts). For professional use onlyAfter mixing under oxidative conditions the maximum concentration applied to hair must not exceed 2 % calculated as free base,,EU Annex III (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex III,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,p-Phenylenediamine sulphate,max_concentration,2,%,w/w,Max concentration rule (bootstrap from Annex III top-ranked list; conservative minimum across contexts). For professional use onlyAfter mixing under oxidative conditions the maximum concentration applied to hair must not exceed 2 % calculated as free base,,EU Annex III (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex III,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,Petrolatum,prohibited,,,,Prohibited ingredient (bootstrap live dataset from Annex II top-ranked list). Not permitted except if the full refining history is known and it can be shown that the substance from which it is produced is not a carcinogen,,EU Annex II (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex II,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,Petrolatum,prohibited,,,,Prohibited ingredient (bootstrap live dataset from Annex II top-ranked list). Not permitted except if the full refining history is known and it can be shown that the substance from which it is produced is not a carcinogen,,EU Annex II (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex II,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,Petroleum,prohibited,,,,Prohibited ingredient (bootstrap live dataset from Annex II top-ranked list).,,EU Annex II (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex II,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,Petroleum,prohibited,,,,Prohibited ingredient (bootstrap live dataset from Annex II top-ranked list).,,EU Annex II (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex II,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,Potassium chlorate,max_concentration,3,%,w/w,Max concentration rule (bootstrap from Annex III top-ranked list; conservative minimum across contexts).,,EU Annex III (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex III,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,Potassium chlorate,max_concentration,3,%,w/w,Max concentration rule (bootstrap from Annex III top-ranked list; conservative minimum across contexts).,,EU Annex III (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex III,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,Potassium hydroxide,max_concentration,1.5,%,w/w,Max concentration rule (bootstrap from Annex III top-ranked list; conservative minimum across contexts). For general use,,EU Annex III (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex III,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,Potassium hydroxide,max_concentration,1.5,%,w/w,Max concentration rule (bootstrap from Annex III top-ranked list; conservative minimum across contexts). For general use,,EU Annex III (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex III,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,Procainamide,prohibited,,,,Prohibited ingredient (bootstrap live dataset from Annex II top-ranked list).,,EU Annex II (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex II,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,Procainamide,prohibited,,,,Prohibited ingredient (bootstrap live dataset from Annex II top-ranked list).,,EU Annex II (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex II,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,"Rauwolfia serpentina L., alkaloids",prohibited,,,,Prohibited ingredient (bootstrap live dataset from Annex II top-ranked list).,,EU Annex II (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex II,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,"Rauwolfia serpentina L., alkaloids",prohibited,,,,Prohibited ingredient (bootstrap live dataset from Annex II top-ranked list).,,EU Annex II (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex II,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,Salts of (2-acetoxyethyl)trimethylammonium hydroxide,prohibited,,,,Prohibited ingredient (bootstrap live dataset from Annex II top-ranked list).,,EU Annex II (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex II,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,Salts of (2-acetoxyethyl)trimethylammonium hydroxide,prohibited,,,,Prohibited ingredient (bootstrap live dataset from Annex II top-ranked list).,,EU Annex II (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex II,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,"Salts of 1,3-dimethylpentylamine",prohibited,,,,Prohibited ingredient (bootstrap live dataset from Annex II top-ranked list).,,EU Annex II (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex II,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,"Salts of 1,3-dimethylpentylamine",prohibited,,,,Prohibited ingredient (bootstrap live dataset from Annex II top-ranked list).,,EU Annex II (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex II,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,"Salts of 2-amino-1,2-bis(4-methoxyphenyl)ethanol",prohibited,,,,Prohibited ingredient (bootstrap live dataset from Annex II top-ranked list).,,EU Annex II (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex II,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,"Salts of 2-amino-1,2-bis(4-methoxyphenyl)ethanol",prohibited,,,,Prohibited ingredient (bootstrap live dataset from Annex II top-ranked list).,,EU Annex II (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex II,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,Salts of 4-aminosalicylic acid,prohibited,,,,Prohibited ingredient (bootstrap live dataset from Annex II top-ranked list).,,EU Annex II (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex II,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,Salts of 4-aminosalicylic acid,prohibited,,,,Prohibited ingredient (bootstrap live dataset from Annex II top-ranked list).,,EU Annex II (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex II,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,"Salts of [4-(4-hydroxy-3-iodophenoxy)-3,5-diiodophenyl]acetic acid",prohibited,,,,Prohibited ingredient (bootstrap live dataset from Annex II top-ranked list).,,EU Annex II (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex II,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,"Salts of [4-(4-hydroxy-3-iodophenoxy)-3,5-diiodophenyl]acetic acid",prohibited,,,,Prohibited ingredient (bootstrap live dataset from Annex II top-ranked list).,,EU Annex II (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex II,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,Salts of aconitine (principal alkaloid of Aconitum napellus L.),prohibited,,,,Prohibited ingredient (bootstrap live dataset from Annex II top-ranked list).,,EU Annex II (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex II,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,Salts of aconitine (principal alkaloid of Aconitum napellus L.),prohibited,,,,Prohibited ingredient (bootstrap live dataset from Annex II top-ranked list).,,EU Annex II (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex II,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,Salts of alloclamide,prohibited,,,,Prohibited ingredient (bootstrap live dataset from Annex II top-ranked list).,,EU Annex II (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex II,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,Salts of alloclamide,prohibited,,,,Prohibited ingredient (bootstrap live dataset from Annex II top-ranked list).,,EU Annex II (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex II,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,Salts of aminocaproic acid,prohibited,,,,Prohibited ingredient (bootstrap live dataset from Annex II top-ranked list).,,EU Annex II (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex II,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,Salts of aminocaproic acid,prohibited,,,,Prohibited ingredient (bootstrap live dataset from Annex II top-ranked list).,,EU Annex II (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex II,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,Salts of aniline,prohibited,,,,Prohibited ingredient (bootstrap live dataset from Annex II top-ranked list).,,EU Annex II (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex II,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,Salts of aniline,prohibited,,,,Prohibited ingredient (bootstrap live dataset from Annex II top-ranked list).,,EU Annex II (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex II,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,Salts of apomorphine,prohibited,,,,Prohibited ingredient (bootstrap live dataset from Annex II top-ranked list).,,EU Annex II (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex II,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,Salts of apomorphine,prohibited,,,,Prohibited ingredient (bootstrap live dataset from Annex II top-ranked list).,,EU Annex II (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex II,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,Salts of betoxycaine,prohibited,,,,Prohibited ingredient (bootstrap live dataset from Annex II top-ranked list).,,EU Annex II (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex II,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,Salts of betoxycaine,prohibited,,,,Prohibited ingredient (bootstrap live dataset from Annex II top-ranked list).,,EU Annex II (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex II,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,Salts of boric acid,prohibited,,,,Prohibited ingredient (bootstrap live dataset from Annex II top-ranked list).,,EU Annex II (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex II,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,Salts of boric acid,prohibited,,,,Prohibited ingredient (bootstrap live dataset from Annex II top-ranked list).,,EU Annex II (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex II,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,Salts of cinchophen,prohibited,,,,Prohibited ingredient (bootstrap live dataset from Annex II top-ranked list).,,EU Annex II (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex II,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,Salts of cinchophen,prohibited,,,,Prohibited ingredient (bootstrap live dataset from Annex II top-ranked list).,,EU Annex II (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex II,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,Salts of cinchophen derivatives,prohibited,,,,Prohibited ingredient (bootstrap live dataset from Annex II top-ranked list).,,EU Annex II (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex II,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,Salts of cinchophen derivatives,prohibited,,,,Prohibited ingredient (bootstrap live dataset from Annex II top-ranked list).,,EU Annex II (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex II,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,Salts of m-Aminophenol,max_concentration,1.2,%,w/w,Max concentration rule (bootstrap from Annex III top-ranked list; conservative minimum across contexts). After mixing under oxidative conditions the maximum concentration applied to hair or eyelashes must not exceed 1.2 %For professional use only,,EU Annex III (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex III,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,Salts of m-Aminophenol,max_concentration,1.2,%,w/w,Max concentration rule (bootstrap from Annex III top-ranked list; conservative minimum across contexts). After mixing under oxidative conditions the maximum concentration applied to hair or eyelashes must not exceed 1.2 %For professional use only,,EU Annex III (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex III,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,Salts of N-substituted derivatives of p-Phenylenediamine,max_concentration,3,%,w/w,Max concentration rule (bootstrap from Annex III top-ranked list; conservative minimum across contexts). For general useAfter mixing under oxidative conditions the maximum concentration applied to hair must not exceed 3 % calculated as free base,,EU Annex III (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex III,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,Salts of N-substituted derivatives of p-Phenylenediamine,max_concentration,3,%,w/w,Max concentration rule (bootstrap from Annex III top-ranked list; conservative minimum across contexts). For general useAfter mixing under oxidative conditions the maximum concentration applied to hair must not exceed 3 % calculated as free base,,EU Annex III (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex III,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,Salts of nalorphine,prohibited,,,,Prohibited ingredient (bootstrap live dataset from Annex II top-ranked list).,,EU Annex II (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex II,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,Salts of nalorphine,prohibited,,,,Prohibited ingredient (bootstrap live dataset from Annex II top-ranked list).,,EU Annex II (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex II,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,Salts of octodrine,prohibited,,,,Prohibited ingredient (bootstrap live dataset from Annex II top-ranked list).,,EU Annex II (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex II,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,Salts of octodrine,prohibited,,,,Prohibited ingredient (bootstrap live dataset from Annex II top-ranked list).,,EU Annex II (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex II,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,Salts of p-Phenylenediamine,max_concentration,2,%,w/w,Max concentration rule (bootstrap from Annex III top-ranked list; conservative minimum across contexts). For professional use onlyAfter mixing under oxidative conditions the maximum concentration applied to hair must not exceed 2 % calculated as free base,,EU Annex III (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex III,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,Salts of p-Phenylenediamine,max_concentration,2,%,w/w,Max concentration rule (bootstrap from Annex III top-ranked list; conservative minimum across contexts). For professional use onlyAfter mixing under oxidative conditions the maximum concentration applied to hair must not exceed 2 % calculated as free base,,EU Annex III (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex III,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,Salts of procainamide,prohibited,,,,Prohibited ingredient (bootstrap live dataset from Annex II top-ranked list).,,EU Annex II (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex II,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,Salts of procainamide,prohibited,,,,Prohibited ingredient (bootstrap live dataset from Annex II top-ranked list).,,EU Annex II (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex II,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,"Salts of Rauwolfia serpentina L., alkaloids",prohibited,,,,Prohibited ingredient (bootstrap live dataset from Annex II top-ranked list).,,EU Annex II (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex II,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,"Salts of Rauwolfia serpentina L., alkaloids",prohibited,,,,Prohibited ingredient (bootstrap live dataset from Annex II top-ranked list).,,EU Annex II (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex II,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,Salts of Thioglycolic acid,max_concentration,2,%,w/w,Max concentration rule (bootstrap from Annex III top-ranked list; conservative minimum across contexts). For general use,,EU Annex III (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex III,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,Salts of Thioglycolic acid,max_concentration,2,%,w/w,Max concentration rule (bootstrap from Annex III top-ranked list; conservative minimum across contexts). For general use,,EU Annex III (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex III,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,Salts of thyropropic acid,prohibited,,,,Prohibited ingredient (bootstrap live dataset from Annex II top-ranked list).,,EU Annex II (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex II,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,Salts of thyropropic acid,prohibited,,,,Prohibited ingredient (bootstrap live dataset from Annex II top-ranked list).,,EU Annex II (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex II,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,Salts of toluidines,prohibited,,,,Prohibited ingredient (bootstrap live dataset from Annex II top-ranked list).,,EU Annex II (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex II,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,Salts of toluidines,prohibited,,,,Prohibited ingredient (bootstrap live dataset from Annex II top-ranked list).,,EU Annex II (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex II,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,Salts of tuaminoheptane,prohibited,,,,Prohibited ingredient (bootstrap live dataset from Annex II top-ranked list).,,EU Annex II (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex II,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,Salts of tuaminoheptane,prohibited,,,,Prohibited ingredient (bootstrap live dataset from Annex II top-ranked list).,,EU Annex II (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex II,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,Salts of xylidines,prohibited,,,,Prohibited ingredient (bootstrap live dataset from Annex II top-ranked list).,,EU Annex II (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex II,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,Salts of xylidines,prohibited,,,,Prohibited ingredient (bootstrap live dataset from Annex II top-ranked list).,,EU Annex II (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex II,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,Sodium borate,prohibited,,,,Prohibited ingredient (bootstrap live dataset from Annex II top-ranked list).,,EU Annex II (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex II,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,Sodium borate,prohibited,,,,Prohibited ingredient (bootstrap live dataset from Annex II top-ranked list).,,EU Annex II (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex II,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,Sodium chlorate,max_concentration,3,%,w/w,Max concentration rule (bootstrap from Annex III top-ranked list; conservative minimum across contexts).,,EU Annex III (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex III,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,Sodium chlorate,max_concentration,3,%,w/w,Max concentration rule (bootstrap from Annex III top-ranked list; conservative minimum across contexts).,,EU Annex III (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex III,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,Sodium fluoride,max_concentration,0.15,%,w/w,"Max concentration rule (bootstrap from Annex III top-ranked list; conservative minimum across contexts). When mixed with other fluorine compounds permitted under this Annex, total F concentration must not exceed 0.15 %",,EU Annex III (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex III,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,Sodium fluoride,max_concentration,0.15,%,w/w,"Max concentration rule (bootstrap from Annex III top-ranked list; conservative minimum across contexts). When mixed with other fluorine compounds permitted under this Annex, total F concentration must not exceed 0.15 %",,EU Annex III (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex III,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,Sodium hydroxide,max_concentration,2,%,w/w,Max concentration rule (bootstrap from Annex III top-ranked list; conservative minimum across contexts). For general use,,EU Annex III (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex III,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,Sodium hydroxide,max_concentration,2,%,w/w,Max concentration rule (bootstrap from Annex III top-ranked list; conservative minimum across contexts). For general use,,EU Annex III (top-ranked bootstrap),https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,Annex III,2026-02-23,,2026.02.bootstrap.v1,2026-02-23,active
